batter_pool,batter_name,batter_id,batter_season,pitcher_pool,pitcher_name,pitcher_id,pitcher_season,n_pa,k_pct,bb_pct,hr_pct,avg,obp,slg,babip,matchup_seed,k_flag,bb_flag,hr_flag,babip_flag,avg_flag,any_flag
Gap-King,Tris Speaker,speaktr01,1923,Control,Babe Adams,adamsba01,1920,10000,0.1517,0.0572,0.061,0.36,0.403,0.656,0.382,2886308755,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Red Lucas,lucasre01,1933,10000,0.089,0.059,0.0732,0.415,0.455,0.772,0.408,3531981751,False,False,False,True,True,True
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1625,0.1337,0.0502,0.331,0.429,0.592,0.363,3508029822,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1756,0.093,0.0472,0.327,0.397,0.565,0.365,3182516945,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Dennis Eckersley,eckerde01,1985,10000,0.1485,0.06,0.0627,0.359,0.403,0.652,0.377,2107371091,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Bret Saberhagen,saberbr01,1994,10000,0.1508,0.0634,0.0603,0.349,0.397,0.633,0.367,2752411853,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1751,0.0908,0.0509,0.327,0.396,0.575,0.361,2229783323,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Jon Lieber,liebejo01,2004,10000,0.1152,0.0608,0.0767,0.403,0.445,0.765,0.404,3072137203,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Carlos Silva,silvaca01,2005,10000,0.0781,0.0582,0.0774,0.417,0.457,0.786,0.401,2638608761,False,False,False,True,True,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Cliff Lee,leecl02,2010,10000,0.1431,0.0638,0.0651,0.363,0.41,0.67,0.378,4266663645,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,Phil Hughes,hugheph01,2014,10000,0.1298,0.0615,0.0644,0.374,0.419,0.69,0.385,715260394,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Gerrit Cole,colege01,2019,10000,0.1605,0.092,0.0537,0.337,0.405,0.602,0.364,4039910816,False,False,False,True,False,True
Gap-King,Tris Speaker,speaktr01,1923,Control,George Kirby,kirbyge01,2023,10000,0.1318,0.0593,0.0659,0.377,0.42,0.697,0.388,2492504803,False,False,False,True,False,True
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1816,0.0728,0.0196,0.308,0.367,0.456,0.367,3509772565,False,False,False,True,False,True
Gap-King,George Burns,burnsge02,1926,Control,Red Lucas,lucasre01,1933,10000,0.1559,0.0073,0.0244,0.332,0.345,0.507,0.377,69759130,False,False,False,True,False,True
Gap-King,George Burns,burnsge02,1926,Control,Jon Lieber,liebejo01,2004,10000,0.1786,0.0077,0.0199,0.308,0.321,0.453,0.361,3095300491,False,False,False,True,False,True
Gap-King,George Burns,burnsge02,1926,Control,Carlos Silva,silvaca01,2005,10000,0.1546,0.0073,0.0263,0.334,0.345,0.513,0.376,2614789607,False,False,False,True,False,True
Gap-King,George Burns,burnsge02,1926,Control,George Kirby,kirbyge01,2023,10000,0.1906,0.0071,0.0193,0.305,0.316,0.445,0.362,2167639627,False,False,False,True,False,True
Moonshot,Babe Ruth,ruthba01,1927,Control,Bill Burns,burnsbi01,1908,10000,0.1962,0.0885,0.1066,0.36,0.423,0.782,0.363,1284298151,False,False,False,True,False,True
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1955,0.1428,0.096,0.356,0.457,0.768,0.371,15407519,False,False,False,True,False,True
Moonshot,Babe Ruth,ruthba01,1927,Control,Red Lucas,lucasre01,1933,10000,0.1684,0.0763,0.1229,0.395,0.449,0.881,0.383,1556133604,False,False,False,True,False,True
Moonshot,Babe Ruth,ruthba01,1927,Control,Carlos Silva,silvaca01,2005,10000,0.1647,0.0745,0.1254,0.399,0.45,0.886,0.383,20573536,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Bill Burns,burnsbi01,1908,10000,0.1962,0.048,0.1098,0.377,0.413,0.813,0.385,192730809,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.196,0.0981,0.1003,0.371,0.439,0.794,0.387,2048791683,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2149,0.1018,0.0905,0.351,0.427,0.735,0.38,1684222692,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Babe Adams,adamsba01,1920,10000,0.2164,0.0334,0.1006,0.352,0.38,0.745,0.37,4181088892,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Red Lucas,lucasre01,1933,10000,0.1741,0.0317,0.1187,0.398,0.422,0.857,0.394,370748124,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2375,0.1039,0.0843,0.332,0.408,0.686,0.371,1729920349,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Dennis Eckersley,eckerde01,1985,10000,0.2155,0.0313,0.1028,0.359,0.385,0.759,0.376,3520194362,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Bret Saberhagen,saberbr01,1994,10000,0.2157,0.0338,0.1036,0.352,0.381,0.753,0.366,404987307,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2397,0.0651,0.0903,0.334,0.386,0.697,0.368,3052833334,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Jon Lieber,liebejo01,2004,10000,0.1902,0.0332,0.1141,0.38,0.407,0.826,0.383,2718221671,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Carlos Silva,silvaca01,2005,10000,0.1655,0.0316,0.1181,0.401,0.425,0.863,0.394,1879817561,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Cliff Lee,leecl02,2010,10000,0.2094,0.0341,0.1036,0.361,0.389,0.77,0.376,634158127,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,Phil Hughes,hugheph01,2014,10000,0.2106,0.0325,0.1045,0.364,0.392,0.778,0.38,1245349451,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Gerrit Cole,colege01,2019,10000,0.2428,0.0665,0.094,0.333,0.384,0.704,0.364,3597715432,False,False,False,True,False,True
Gap-King,Chuck Klein,kleinch01,1930,Control,George Kirby,kirbyge01,2023,10000,0.2022,0.0326,0.1072,0.376,0.402,0.8,0.389,1168569347,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Bill Burns,burnsbi01,1908,10000,0.1934,0.0588,0.0466,0.333,0.378,0.575,0.381,1001430020,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1962,0.1116,0.0453,0.327,0.409,0.571,0.379,511103381,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2169,0.1179,0.0394,0.3,0.392,0.519,0.361,1825498972,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Red Lucas,lucasre01,1933,10000,0.1683,0.0506,0.0549,0.35,0.39,0.622,0.383,1175271958,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Dennis Eckersley,eckerde01,1985,10000,0.2137,0.0511,0.0445,0.316,0.357,0.54,0.371,3450824481,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Jon Lieber,liebejo01,2004,10000,0.1862,0.0489,0.0482,0.34,0.379,0.583,0.384,2672923332,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Carlos Silva,silvaca01,2005,10000,0.1674,0.0457,0.0546,0.369,0.405,0.65,0.407,2372932800,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,Phil Hughes,hugheph01,2014,10000,0.219,0.044,0.0472,0.319,0.356,0.554,0.375,4273566296,False,False,False,True,False,True
Gap-King,Earl Webb,webbea01,1931,Control,George Kirby,kirbyge01,2023,10000,0.201,0.0474,0.0489,0.341,0.378,0.592,0.393,2741633407,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Bill Burns,burnsbi01,1908,10000,0.1943,0.0817,0.1158,0.379,0.436,0.838,0.381,3596960667,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.189,0.1333,0.1108,0.38,0.47,0.842,0.386,3455289926,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Babe Adams,adamsba01,1920,10000,0.2098,0.0709,0.1102,0.364,0.417,0.793,0.375,2366575897,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Red Lucas,lucasre01,1933,10000,0.1687,0.0686,0.1196,0.393,0.44,0.865,0.383,1647372975,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Dennis Eckersley,eckerde01,1985,10000,0.2146,0.0693,0.1128,0.358,0.409,0.795,0.365,2300078098,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Bret Saberhagen,saberbr01,1994,10000,0.2175,0.0696,0.1076,0.354,0.406,0.774,0.366,1320090868,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Jon Lieber,liebejo01,2004,10000,0.1837,0.0699,0.1251,0.388,0.437,0.871,0.38,1541930481,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Carlos Silva,silvaca01,2005,10000,0.1676,0.0717,0.1276,0.394,0.444,0.893,0.375,2123262486,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Cliff Lee,leecl02,2010,10000,0.2112,0.068,0.11,0.357,0.406,0.784,0.365,3956887920,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Phil Hughes,hugheph01,2014,10000,0.2061,0.0657,0.1113,0.36,0.409,0.796,0.365,1101413750,False,False,False,True,False,True
Moonshot,Jimmie Foxx,foxxji01,1932,Control,George Kirby,kirbyge01,2023,10000,0.1969,0.0695,0.1143,0.374,0.424,0.825,0.378,3631357331,False,False,False,True,False,True
Gap-King,Paul Waner,wanerpa01,1932,Control,Bill Burns,burnsbi01,1908,10000,0.1455,0.0492,0.0327,0.336,0.376,0.537,0.372,926349773,False,False,False,True,False,True
Gap-King,Paul Waner,wanerpa01,1932,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1441,0.106,0.0304,0.328,0.408,0.52,0.366,677428194,False,False,False,True,False,True
Gap-King,Paul Waner,wanerpa01,1932,Control,Red Lucas,lucasre01,1933,10000,0.1135,0.0388,0.0366,0.354,0.386,0.58,0.374,417277767,False,False,False,True,False,True
Gap-King,Paul Waner,wanerpa01,1932,Control,Jon Lieber,liebejo01,2004,10000,0.1328,0.0346,0.0329,0.343,0.372,0.544,0.374,2108498390,False,False,False,True,False,True
Gap-King,Paul Waner,wanerpa01,1932,Control,Carlos Silva,silvaca01,2005,10000,0.1083,0.0386,0.0397,0.368,0.399,0.603,0.386,3469143650,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2502,0.0927,0.065,0.318,0.389,0.608,0.379,1255952708,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Bill Burns,burnsbi01,1908,10000,0.1929,0.0555,0.0867,0.377,0.418,0.747,0.406,3194866627,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.2044,0.1083,0.0801,0.366,0.443,0.733,0.406,3989671856,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2214,0.1116,0.0714,0.341,0.422,0.674,0.389,4121519745,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Babe Adams,adamsba01,1920,10000,0.2097,0.0405,0.0801,0.361,0.393,0.705,0.398,223064638,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2477,0.1137,0.061,0.308,0.394,0.589,0.368,1791289234,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Red Lucas,lucasre01,1933,10000,0.1639,0.0397,0.0937,0.385,0.416,0.78,0.393,3765218307,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2488,0.1075,0.0641,0.311,0.393,0.606,0.37,3586018091,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2261,0.1186,0.0688,0.323,0.414,0.639,0.37,1296027241,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2307,0.1188,0.0635,0.313,0.402,0.612,0.363,3753007929,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2341,0.0743,0.0694,0.327,0.384,0.635,0.376,314484870,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2462,0.1021,0.0632,0.308,0.387,0.591,0.363,3990013681,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Dennis Eckersley,eckerde01,1985,10000,0.217,0.0387,0.0781,0.358,0.39,0.696,0.4,1699122169,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Bret Saberhagen,saberbr01,1994,10000,0.2176,0.0419,0.0831,0.343,0.377,0.688,0.373,2786840358,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2356,0.0726,0.0694,0.322,0.378,0.621,0.369,2085872081,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Jon Lieber,liebejo01,2004,10000,0.1785,0.0428,0.0899,0.386,0.418,0.776,0.406,277269172,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Carlos Silva,silvaca01,2005,10000,0.1595,0.0416,0.0956,0.394,0.425,0.801,0.401,1087786218,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Cliff Lee,leecl02,2010,10000,0.2149,0.0419,0.0853,0.35,0.384,0.707,0.381,450616683,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,Phil Hughes,hugheph01,2014,10000,0.1998,0.044,0.0824,0.366,0.4,0.719,0.397,922391332,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,K-Kings,Gerrit Cole,colege01,2019,10000,0.2393,0.0764,0.0697,0.324,0.382,0.633,0.375,1334339797,False,False,False,True,False,True
Gap-King,Hank Greenberg,greenha01,1934,Control,George Kirby,kirbyge01,2023,10000,0.1961,0.0443,0.0808,0.367,0.402,0.717,0.398,2848680682,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Bill Burns,burnsbi01,1908,10000,0.1636,0.0254,0.0675,0.376,0.399,0.69,0.402,1984451069,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1625,0.0753,0.0636,0.368,0.423,0.681,0.396,2161051778,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.186,0.0838,0.0514,0.339,0.402,0.604,0.383,981815193,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Babe Adams,adamsba01,1920,10000,0.1871,0.0118,0.0583,0.346,0.361,0.615,0.383,1059274454,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Red Lucas,lucasre01,1933,10000,0.1393,0.0113,0.0747,0.389,0.401,0.723,0.4,506842888,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2177,0.0734,0.0457,0.307,0.366,0.533,0.362,2169691352,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Dennis Eckersley,eckerde01,1985,10000,0.1866,0.0122,0.0631,0.34,0.356,0.627,0.37,3539927337,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Bret Saberhagen,saberbr01,1994,10000,0.1967,0.0111,0.0604,0.332,0.346,0.603,0.366,434381575,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Jon Lieber,liebejo01,2004,10000,0.1561,0.0113,0.0697,0.372,0.385,0.694,0.391,3911143298,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Carlos Silva,silvaca01,2005,10000,0.123,0.0106,0.0781,0.397,0.41,0.749,0.4,211984746,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Cliff Lee,leecl02,2010,10000,0.1816,0.0121,0.0606,0.342,0.358,0.621,0.373,1723233588,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,Phil Hughes,hugheph01,2014,10000,0.1828,0.0122,0.0642,0.352,0.366,0.646,0.383,217862141,False,False,False,True,False,True
Gap-King,Joe Medwick,medwijo01,1936,Control,George Kirby,kirbyge01,2023,10000,0.1771,0.0105,0.068,0.359,0.372,0.663,0.386,1746455636,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Bill Burns,burnsbi01,1908,10000,0.1093,0.0603,0.0507,0.37,0.414,0.629,0.381,1051751851,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.11,0.1115,0.0472,0.362,0.442,0.626,0.376,730756141,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Babe Adams,adamsba01,1920,10000,0.1379,0.0457,0.0412,0.336,0.373,0.553,0.361,627885671,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Red Lucas,lucasre01,1933,10000,0.0711,0.0522,0.0625,0.409,0.446,0.723,0.399,2974522842,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Jon Lieber,liebejo01,2004,10000,0.0941,0.0449,0.0518,0.373,0.407,0.64,0.376,2988025431,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Carlos Silva,silvaca01,2005,10000,0.0638,0.0446,0.0587,0.399,0.434,0.697,0.387,505088816,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,Phil Hughes,hugheph01,2014,10000,0.1223,0.0481,0.0466,0.356,0.393,0.602,0.374,905076085,False,False,False,True,False,True
Gap-King,Charlie Gehringer,gehrich01,1936,Control,George Kirby,kirbyge01,2023,10000,0.1178,0.0451,0.05,0.362,0.398,0.617,0.376,140463496,False,False,False,True,False,True
Moonshot,Hank Greenberg,greenha01,1938,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2666,0.0996,0.0378,0.184,0.273,0.327,0.215,393983451,False,False,False,True,False,True
Moonshot,Hank Greenberg,greenha01,1938,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2385,0.143,0.0437,0.207,0.33,0.382,0.234,1288344955,False,False,False,True,False,True
Moonshot,Hank Greenberg,greenha01,1938,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2519,0.1284,0.036,0.198,0.309,0.346,0.234,3988030596,False,False,False,True,False,True
Moonshot,Hank Greenberg,greenha01,1938,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2586,0.141,0.0365,0.196,0.319,0.345,0.234,871042013,False,False,False,True,False,True
Moonshot,Hank Greenberg,greenha01,1938,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2672,0.0796,0.0401,0.193,0.266,0.342,0.225,981370839,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2604,0.0857,0.0258,0.168,0.247,0.265,0.203,3097376448,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2312,0.1269,0.0258,0.173,0.289,0.276,0.204,2762073792,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,K-Kings,Bob Feller,fellebo01,1946,10000,0.2792,0.1046,0.0256,0.182,0.275,0.286,0.234,1658509348,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2342,0.127,0.0264,0.178,0.29,0.284,0.211,3964989636,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2497,0.1157,0.027,0.17,0.276,0.279,0.204,2661839032,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2576,0.1122,0.0286,0.188,0.29,0.309,0.231,1675852670,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2557,0.1255,0.0265,0.171,0.286,0.278,0.209,1029890167,False,False,False,True,False,True
Moonshot,Roger Maris,marisro01,1961,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2695,0.0696,0.0267,0.167,0.233,0.265,0.204,565448549,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2602,0.1101,0.0323,0.169,0.269,0.292,0.199,2177533538,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2301,0.1561,0.0357,0.19,0.327,0.335,0.216,971749263,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2786,0.1488,0.0285,0.183,0.315,0.303,0.236,3698042263,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,K-Kings,Bob Feller,fellebo01,1946,10000,0.2894,0.1309,0.0302,0.18,0.295,0.302,0.231,4188519936,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2421,0.1536,0.0319,0.18,0.316,0.308,0.211,3672139247,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2576,0.1451,0.031,0.185,0.314,0.308,0.225,1198342837,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2607,0.1578,0.0315,0.173,0.314,0.304,0.208,3944503529,False,False,False,True,False,True
Moonshot,Mark McGwire,mcgwima01,1998,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2698,0.0961,0.0322,0.175,0.264,0.298,0.211,2237593211,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2541,0.0744,0.0364,0.183,0.254,0.316,0.211,3867765424,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2244,0.1102,0.0479,0.218,0.314,0.4,0.237,453194289,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2426,0.1106,0.0403,0.204,0.302,0.356,0.233,2974714497,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2548,0.1042,0.0408,0.201,0.293,0.353,0.232,2566563787,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2563,0.1193,0.0361,0.189,0.296,0.328,0.222,1983489919,False,False,False,True,False,True
Moonshot,Sammy Sosa,sosasa01,1998,K-Kings,Pedro Martinez,martipe02,1999,10000,0.264,0.0588,0.0366,0.178,0.234,0.309,0.205,4163837686,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Bill Burns,burnsbi01,1908,10000,0.1434,0.0667,0.1219,0.404,0.45,0.89,0.382,3011386899,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1422,0.1248,0.1162,0.413,0.494,0.913,0.398,2032031955,False,False,False,True,True,True
Gap-King,Todd Helton,heltoto01,2000,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.183,0.1206,0.1014,0.373,0.457,0.797,0.381,605171656,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Babe Adams,adamsba01,1920,10000,0.1788,0.0536,0.1121,0.381,0.419,0.828,0.379,2251634250,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2037,0.1313,0.0856,0.342,0.438,0.717,0.366,3202204292,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Red Lucas,lucasre01,1933,10000,0.1103,0.0551,0.1281,0.436,0.473,0.951,0.402,2633499216,False,False,False,True,True,True
Gap-King,Todd Helton,heltoto01,2000,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2056,0.1258,0.0932,0.344,0.435,0.734,0.361,255544525,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1867,0.1277,0.0972,0.361,0.45,0.78,0.371,3147290997,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1967,0.0847,0.1047,0.361,0.421,0.775,0.368,4192226168,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Dennis Eckersley,eckerde01,1985,10000,0.1721,0.0511,0.1196,0.398,0.436,0.869,0.393,336284489,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Bret Saberhagen,saberbr01,1994,10000,0.182,0.0505,0.1146,0.376,0.414,0.83,0.371,3837623468,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,Jon Lieber,liebejo01,2004,10000,0.1346,0.0559,0.1239,0.416,0.455,0.909,0.392,2229000020,False,False,False,True,True,True
Gap-King,Todd Helton,heltoto01,2000,Control,Carlos Silva,silvaca01,2005,10000,0.1076,0.0504,0.1355,0.433,0.468,0.964,0.39,3984163635,False,False,False,True,True,True
Gap-King,Todd Helton,heltoto01,2000,Control,Cliff Lee,leecl02,2010,10000,0.1657,0.0552,0.1141,0.383,0.423,0.833,0.372,3500681670,False,False,False,True,False,True
