batter_pool,batter_name,batter_id,batter_season,pitcher_pool,pitcher_name,pitcher_id,pitcher_season,n_pa,k_pct,bb_pct,hr_pct,avg,obp,slg,babip,matchup_seed
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.1583,0.1331,0.0533,0.318,0.418,0.587,0.34,1074444853
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1625,0.1337,0.0502,0.331,0.429,0.592,0.363,3508029822
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1756,0.093,0.0472,0.327,0.397,0.565,0.365,3182516945
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.1775,0.1248,0.0482,0.295,0.391,0.533,0.324,2714224734
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.1759,0.1202,0.0468,0.304,0.395,0.538,0.336,4134013392
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.1761,0.1394,0.0451,0.286,0.395,0.51,0.315,3396180970
Gap-King,Tris Speaker,speaktr01,1923,Control,Dennis Eckersley,eckerde01,1985,10000,0.1485,0.06,0.0627,0.359,0.403,0.652,0.377,2107371091
Gap-King,Tris Speaker,speaktr01,1923,Control,Bret Saberhagen,saberbr01,1994,10000,0.1508,0.0634,0.0603,0.349,0.397,0.633,0.367,2752411853
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1751,0.0908,0.0509,0.327,0.396,0.575,0.361,2229783323
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Pedro Martinez,martipe02,1999,10000,0.1908,0.0738,0.0489,0.281,0.341,0.498,0.308,648779053
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Randy Johnson,johnsra05,2001,10000,0.181,0.0973,0.0456,0.306,0.382,0.53,0.342,167437485
Gap-King,Tris Speaker,speaktr01,1923,Control,Jon Lieber,liebejo01,2004,10000,0.1152,0.0608,0.0767,0.403,0.445,0.765,0.404,3072137203
Gap-King,Tris Speaker,speaktr01,1923,Control,Carlos Silva,silvaca01,2005,10000,0.0781,0.0582,0.0774,0.417,0.457,0.786,0.401,2638608761
Gap-King,Tris Speaker,speaktr01,1923,Control,Cliff Lee,leecl02,2010,10000,0.1431,0.0638,0.0651,0.363,0.41,0.67,0.378,4266663645
Gap-King,Tris Speaker,speaktr01,1923,Control,Phil Hughes,hugheph01,2014,10000,0.1298,0.0615,0.0644,0.374,0.419,0.69,0.385,715260394
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Gerrit Cole,colege01,2019,10000,0.1605,0.092,0.0537,0.337,0.405,0.602,0.364,4039910816
Gap-King,Tris Speaker,speaktr01,1923,Control,George Kirby,kirbyge01,2023,10000,0.1318,0.0593,0.0659,0.377,0.42,0.697,0.388,2492504803
Gap-King,George Burns,burnsge02,1926,K-Kings,Rube Waddell,wadderu01,1904,10000,0.24,0.052,0.0136,0.244,0.291,0.341,0.314,3550620178
Gap-King,George Burns,burnsge02,1926,Control,Bill Burns,burnsbi01,1908,10000,0.1846,0.0205,0.0188,0.298,0.32,0.443,0.353,1270322554
Gap-King,George Burns,burnsge02,1926,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2411,0.0391,0.0126,0.193,0.233,0.27,0.245,1778845941
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1816,0.0728,0.0196,0.308,0.367,0.456,0.367,3509772565
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2109,0.0801,0.0166,0.229,0.299,0.337,0.281,1735697171
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2083,0.0801,0.0159,0.274,0.339,0.397,0.34,1321269080
Gap-King,George Burns,burnsge02,1926,Control,Babe Adams,adamsba01,1920,10000,0.2055,0.0058,0.0166,0.286,0.298,0.41,0.348,222141880
Gap-King,George Burns,burnsge02,1926,Control,Harry Salmon,salmoha01,1929,10000,0.25,0.0078,0.011,0.235,0.249,0.322,0.305,1794293533
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2239,0.083,0.0123,0.258,0.328,0.364,0.33,1137087800
Gap-King,George Burns,burnsge02,1926,Control,Red Lucas,lucasre01,1933,10000,0.1559,0.0073,0.0244,0.332,0.345,0.507,0.377,69759130
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2547,0.078,0.0098,0.206,0.278,0.283,0.276,872859564
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2297,0.071,0.0124,0.254,0.315,0.359,0.327,3699980993
Gap-King,George Burns,burnsge02,1926,K-Kings,Bob Feller,fellebo01,1946,10000,0.2601,0.0587,0.0097,0.205,0.259,0.279,0.273,863240655
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2133,0.0812,0.0132,0.248,0.32,0.35,0.312,3686214092
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2155,0.0786,0.0139,0.219,0.289,0.315,0.272,2618504144
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.225,0.0825,0.0141,0.255,0.325,0.359,0.325,468225104
Gap-King,George Burns,burnsge02,1926,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2342,0.0341,0.0139,0.244,0.277,0.346,0.31,4246064131
Gap-King,George Burns,burnsge02,1926,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2306,0.0685,0.012,0.213,0.277,0.299,0.272,1641694723
Gap-King,George Burns,burnsge02,1926,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2363,0.0646,0.0124,0.222,0.283,0.309,0.286,939605582
Gap-King,George Burns,burnsge02,1926,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2316,0.0876,0.012,0.208,0.287,0.295,0.267,1365611354
Gap-King,George Burns,burnsge02,1926,Control,Dennis Eckersley,eckerde01,1985,10000,0.2012,0.0066,0.017,0.294,0.306,0.424,0.355,122371109
Gap-King,George Burns,burnsge02,1926,Control,Bret Saberhagen,saberbr01,1994,10000,0.2075,0.0071,0.0184,0.266,0.279,0.389,0.321,1397180078
Gap-King,George Burns,burnsge02,1926,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2322,0.0338,0.014,0.261,0.293,0.367,0.332,1956054284
Gap-King,George Burns,burnsge02,1926,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2436,0.0245,0.011,0.206,0.234,0.281,0.264,3780870454
Gap-King,George Burns,burnsge02,1926,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2446,0.0472,0.0099,0.223,0.268,0.31,0.292,2073308945
Gap-King,George Burns,burnsge02,1926,Control,Jon Lieber,liebejo01,2004,10000,0.1786,0.0077,0.0199,0.308,0.321,0.453,0.361,3095300491
Gap-King,George Burns,burnsge02,1926,Control,Carlos Silva,silvaca01,2005,10000,0.1546,0.0073,0.0263,0.334,0.345,0.513,0.376,2614789607
Gap-King,George Burns,burnsge02,1926,Control,Cliff Lee,leecl02,2010,10000,0.2102,0.0063,0.0165,0.278,0.29,0.403,0.34,3362155776
Gap-King,George Burns,burnsge02,1926,Control,Phil Hughes,hugheph01,2014,10000,0.1918,0.0062,0.0162,0.291,0.302,0.422,0.349,3650461390
Gap-King,George Burns,burnsge02,1926,K-Kings,Gerrit Cole,colege01,2019,10000,0.2309,0.0383,0.0152,0.257,0.291,0.368,0.325,1613910077
Gap-King,George Burns,burnsge02,1926,Control,George Kirby,kirbyge01,2023,10000,0.1906,0.0071,0.0193,0.305,0.316,0.445,0.362,2167639627
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2566,0.1244,0.0637,0.273,0.372,0.542,0.317,4028429693
Moonshot,Babe Ruth,ruthba01,1927,Control,Bill Burns,burnsbi01,1908,10000,0.1962,0.0885,0.1066,0.36,0.423,0.782,0.363,1284298151
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2581,0.1048,0.0636,0.253,0.339,0.502,0.284,3401707707
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1955,0.1428,0.096,0.356,0.457,0.768,0.371,15407519
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2198,0.1489,0.0858,0.296,0.411,0.652,0.304,275311979
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.221,0.1464,0.0847,0.321,0.428,0.682,0.347,83268124
Moonshot,Babe Ruth,ruthba01,1927,Control,Babe Adams,adamsba01,1920,10000,0.2192,0.0703,0.099,0.337,0.391,0.721,0.351,3869661636
Moonshot,Babe Ruth,ruthba01,1927,Control,Harry Salmon,salmoha01,1929,10000,0.2601,0.0795,0.0695,0.279,0.344,0.555,0.317,1655041187
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2467,0.1602,0.0672,0.285,0.41,0.578,0.329,1549090160
Moonshot,Babe Ruth,ruthba01,1927,Control,Red Lucas,lucasre01,1933,10000,0.1684,0.0763,0.1229,0.395,0.449,0.881,0.383,1556133604
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2648,0.1511,0.0562,0.251,0.373,0.491,0.298,3176767390
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2589,0.138,0.0661,0.28,0.389,0.562,0.327,2192587889
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Bob Feller,fellebo01,1946,10000,0.2661,0.1281,0.0545,0.24,0.346,0.465,0.281,1500407380
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2324,0.1544,0.0767,0.297,0.415,0.623,0.326,646478361
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2338,0.147,0.0751,0.276,0.391,0.586,0.296,4251410961
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2328,0.1478,0.0769,0.3,0.413,0.629,0.33,342618362
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2491,0.1032,0.0749,0.297,0.377,0.602,0.335,66753135
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2481,0.1397,0.0668,0.26,0.371,0.535,0.288,2943758549
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2528,0.1344,0.0663,0.275,0.379,0.549,0.314,2067625368
Moonshot,Babe Ruth,ruthba01,1927,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2442,0.1517,0.0744,0.263,0.386,0.568,0.281,321484899
Moonshot,Babe Ruth,ruthba01,1927,Control,Dennis Eckersley,eckerde01,1985,10000,0.222,0.0791,0.0955,0.334,0.393,0.711,0.351,1084443585
Moonshot,Babe Ruth,ruthba01,1927,Control,Bret Saberhagen,saberbr01,1994,10000,0.2218,0.0765,0.0949,0.329,0.387,0.702,0.345,1868327283
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Curt Schilling,schilcu01,1997,10000,0.24,0.1028,0.0764,0.294,0.375,0.602,0.323,374915329
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2551,0.0908,0.0649,0.256,0.331,0.506,0.286,901688639
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2545,0.1185,0.0699,0.272,0.365,0.553,0.306,1602134028
Moonshot,Babe Ruth,ruthba01,1927,Control,Jon Lieber,liebejo01,2004,10000,0.1846,0.081,0.1161,0.364,0.422,0.818,0.353,2552444516
Moonshot,Babe Ruth,ruthba01,1927,Control,Carlos Silva,silvaca01,2005,10000,0.1647,0.0745,0.1254,0.399,0.45,0.886,0.383,20573536
Moonshot,Babe Ruth,ruthba01,1927,Control,Cliff Lee,leecl02,2010,10000,0.2198,0.0762,0.0975,0.336,0.392,0.725,0.352,4219000099
Moonshot,Babe Ruth,ruthba01,1927,Control,Phil Hughes,hugheph01,2014,10000,0.2117,0.0795,0.1073,0.35,0.408,0.775,0.357,1418177906
Moonshot,Babe Ruth,ruthba01,1927,K-Kings,Gerrit Cole,colege01,2019,10000,0.2428,0.1083,0.0799,0.307,0.388,0.631,0.341,23255625
Moonshot,Babe Ruth,ruthba01,1927,Control,George Kirby,kirbyge01,2023,10000,0.2028,0.0706,0.1084,0.353,0.405,0.773,0.356,3207442528
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2555,0.0793,0.0785,0.314,0.376,0.635,0.36,2702890218
Gap-King,Chuck Klein,kleinch01,1930,Control,Bill Burns,burnsbi01,1908,10000,0.1962,0.048,0.1098,0.377,0.413,0.813,0.385,192730809
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2543,0.0631,0.0821,0.285,0.338,0.604,0.309,3643306172
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.196,0.0981,0.1003,0.371,0.439,0.794,0.387,2048791683
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2246,0.0991,0.0955,0.33,0.405,0.722,0.349,1600745174
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2149,0.1018,0.0905,0.351,0.427,0.735,0.38,1684222692
Gap-King,Chuck Klein,kleinch01,1930,Control,Babe Adams,adamsba01,1920,10000,0.2164,0.0334,0.1006,0.352,0.38,0.745,0.37,4181088892
Gap-King,Chuck Klein,kleinch01,1930,Control,Harry Salmon,salmoha01,1929,10000,0.2672,0.0344,0.0792,0.304,0.335,0.612,0.347,2986164503
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2427,0.1098,0.0754,0.314,0.398,0.637,0.358,3601066125
Gap-King,Chuck Klein,kleinch01,1930,Control,Red Lucas,lucasre01,1933,10000,0.1741,0.0317,0.1187,0.398,0.422,0.857,0.394,370748124
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2567,0.1094,0.0741,0.299,0.384,0.605,0.344,1259928837
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2451,0.101,0.0814,0.313,0.391,0.647,0.351,1433720420
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Bob Feller,fellebo01,1946,10000,0.2747,0.0859,0.0722,0.279,0.348,0.569,0.323,2618847854
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2236,0.108,0.0868,0.328,0.41,0.698,0.355,799140243
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2303,0.105,0.0964,0.327,0.406,0.72,0.345,3758188111
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2375,0.1039,0.0843,0.332,0.408,0.686,0.371,1729920349
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2453,0.0628,0.0846,0.321,0.37,0.663,0.357,2211799153
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2495,0.0968,0.0833,0.303,0.378,0.639,0.334,3179403845
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2553,0.096,0.0827,0.301,0.376,0.637,0.336,1158458740
Gap-King,Chuck Klein,kleinch01,1930,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.251,0.1107,0.0754,0.287,0.375,0.599,0.32,1988239849
Gap-King,Chuck Klein,kleinch01,1930,Control,Dennis Eckersley,eckerde01,1985,10000,0.2155,0.0313,0.1028,0.359,0.385,0.759,0.376,3520194362
Gap-King,Chuck Klein,kleinch01,1930,Control,Bret Saberhagen,saberbr01,1994,10000,0.2157,0.0338,0.1036,0.352,0.381,0.753,0.366,404987307
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2397,0.0651,0.0903,0.334,0.386,0.697,0.368,3052833334
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2563,0.0492,0.0783,0.293,0.335,0.596,0.325,1225542233
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Randy Johnson,johnsra05,2001,10000,0.255,0.0759,0.0856,0.304,0.364,0.642,0.335,1122909538
Gap-King,Chuck Klein,kleinch01,1930,Control,Jon Lieber,liebejo01,2004,10000,0.1902,0.0332,0.1141,0.38,0.407,0.826,0.383,2718221671
Gap-King,Chuck Klein,kleinch01,1930,Control,Carlos Silva,silvaca01,2005,10000,0.1655,0.0316,0.1181,0.401,0.425,0.863,0.394,1879817561
Gap-King,Chuck Klein,kleinch01,1930,Control,Cliff Lee,leecl02,2010,10000,0.2094,0.0341,0.1036,0.361,0.389,0.77,0.376,634158127
Gap-King,Chuck Klein,kleinch01,1930,Control,Phil Hughes,hugheph01,2014,10000,0.2106,0.0325,0.1045,0.364,0.392,0.778,0.38,1245349451
Gap-King,Chuck Klein,kleinch01,1930,K-Kings,Gerrit Cole,colege01,2019,10000,0.2428,0.0665,0.094,0.333,0.384,0.704,0.364,3597715432
Gap-King,Chuck Klein,kleinch01,1930,Control,George Kirby,kirbyge01,2023,10000,0.2022,0.0326,0.1072,0.376,0.402,0.8,0.389,1168569347
Gap-King,Earl Webb,webbea01,1931,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2543,0.0957,0.0263,0.262,0.34,0.41,0.339,2572476853
Gap-King,Earl Webb,webbea01,1931,Control,Bill Burns,burnsbi01,1908,10000,0.1934,0.0588,0.0466,0.333,0.378,0.575,0.381,1001430020
Gap-King,Earl Webb,webbea01,1931,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2452,0.0805,0.0314,0.231,0.301,0.378,0.282,4054752585
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1962,0.1116,0.0453,0.327,0.409,0.571,0.379,511103381
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2229,0.1242,0.0375,0.265,0.365,0.457,0.317,3469335587
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2169,0.1179,0.0394,0.3,0.392,0.519,0.361,1825498972
Gap-King,Earl Webb,webbea01,1931,Control,Babe Adams,adamsba01,1920,10000,0.2158,0.0472,0.042,0.303,0.342,0.515,0.356,301902640
Gap-King,Earl Webb,webbea01,1931,Control,Harry Salmon,salmoha01,1929,10000,0.2617,0.0513,0.026,0.259,0.304,0.402,0.333,1392156478
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2488,0.1245,0.0289,0.269,0.369,0.437,0.348,2418327506
Gap-King,Earl Webb,webbea01,1931,Control,Red Lucas,lucasre01,1933,10000,0.1683,0.0506,0.0549,0.35,0.39,0.622,0.383,1175271958
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2557,0.1184,0.0248,0.235,0.335,0.374,0.304,4101112441
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2448,0.1187,0.0317,0.274,0.37,0.451,0.349,2681508192
Gap-King,Earl Webb,webbea01,1931,K-Kings,Bob Feller,fellebo01,1946,10000,0.2656,0.0973,0.0205,0.225,0.307,0.339,0.297,3318683997
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2219,0.1229,0.0336,0.276,0.374,0.454,0.336,1813542674
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2346,0.1216,0.0333,0.24,0.34,0.408,0.291,507192862
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.23,0.1235,0.0343,0.282,0.379,0.467,0.349,3428110247
Gap-King,Earl Webb,webbea01,1931,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2425,0.08,0.0313,0.273,0.34,0.44,0.342,1370167808
Gap-King,Earl Webb,webbea01,1931,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2474,0.1104,0.0312,0.24,0.334,0.396,0.299,1641159851
Gap-King,Earl Webb,webbea01,1931,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.245,0.1088,0.0283,0.261,0.349,0.413,0.332,2657571592
Gap-King,Earl Webb,webbea01,1931,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2456,0.1256,0.0317,0.239,0.345,0.397,0.299,2561999893
Gap-King,Earl Webb,webbea01,1931,Control,Dennis Eckersley,eckerde01,1985,10000,0.2137,0.0511,0.0445,0.316,0.357,0.54,0.371,3450824481
Gap-King,Earl Webb,webbea01,1931,Control,Bret Saberhagen,saberbr01,1994,10000,0.2215,0.0454,0.0443,0.295,0.333,0.51,0.345,456958701
Gap-King,Earl Webb,webbea01,1931,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2373,0.0781,0.0338,0.278,0.343,0.454,0.344,1788166023
Gap-King,Earl Webb,webbea01,1931,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2476,0.0688,0.0293,0.232,0.293,0.377,0.287,416949446
Gap-King,Earl Webb,webbea01,1931,K-Kings,Randy Johnson,johnsra05,2001,10000,0.26,0.0863,0.0295,0.25,0.323,0.405,0.32,3376381855
Gap-King,Earl Webb,webbea01,1931,Control,Jon Lieber,liebejo01,2004,10000,0.1862,0.0489,0.0482,0.34,0.379,0.583,0.384,2672923332
Gap-King,Earl Webb,webbea01,1931,Control,Carlos Silva,silvaca01,2005,10000,0.1674,0.0457,0.0546,0.369,0.405,0.65,0.407,2372932800
Gap-King,Earl Webb,webbea01,1931,Control,Cliff Lee,leecl02,2010,10000,0.2193,0.0447,0.0463,0.308,0.345,0.533,0.36,102818606
Gap-King,Earl Webb,webbea01,1931,Control,Phil Hughes,hugheph01,2014,10000,0.219,0.044,0.0472,0.319,0.356,0.554,0.375,4273566296
Gap-King,Earl Webb,webbea01,1931,K-Kings,Gerrit Cole,colege01,2019,10000,0.2377,0.0811,0.0338,0.286,0.351,0.465,0.355,882172354
Gap-King,Earl Webb,webbea01,1931,Control,George Kirby,kirbyge01,2023,10000,0.201,0.0474,0.0489,0.341,0.378,0.592,0.393,2741633407
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2572,0.1162,0.0799,0.297,0.387,0.623,0.335,2295731795
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Bill Burns,burnsbi01,1908,10000,0.1943,0.0817,0.1158,0.379,0.436,0.838,0.381,3596960667
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2487,0.1024,0.0869,0.285,0.366,0.622,0.301,542023931
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.189,0.1333,0.1108,0.38,0.47,0.842,0.386,3455289926
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2147,0.142,0.1026,0.331,0.435,0.753,0.336,3481657409
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2179,0.1397,0.0947,0.339,0.439,0.739,0.36,2721295894
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Babe Adams,adamsba01,1920,10000,0.2098,0.0709,0.1102,0.364,0.417,0.793,0.375,2366575897
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Harry Salmon,salmoha01,1929,10000,0.258,0.0639,0.0814,0.299,0.35,0.613,0.333,3458615600
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.2531,0.1435,0.0828,0.305,0.415,0.653,0.344,2420282161
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Red Lucas,lucasre01,1933,10000,0.1687,0.0686,0.1196,0.393,0.44,0.865,0.383,1647372975
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2571,0.1487,0.0696,0.275,0.392,0.569,0.315,1415210829
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2466,0.1252,0.0793,0.301,0.396,0.622,0.335,4275581340
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Bob Feller,fellebo01,1946,10000,0.266,0.1174,0.0723,0.271,0.363,0.564,0.307,1379029363
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2246,0.1468,0.0897,0.323,0.43,0.705,0.346,1644050637
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2185,0.1411,0.0947,0.315,0.421,0.706,0.323,3237832326
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2283,0.139,0.0857,0.318,0.421,0.68,0.344,887520140
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2386,0.0917,0.0862,0.319,0.388,0.664,0.349,1498506010
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2332,0.1301,0.0849,0.296,0.395,0.641,0.313,3957742408
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2515,0.1305,0.0856,0.299,0.398,0.644,0.328,2273951856
Moonshot,Jimmie Foxx,foxxji01,1932,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2418,0.1418,0.0829,0.288,0.396,0.626,0.308,72431300
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Dennis Eckersley,eckerde01,1985,10000,0.2146,0.0693,0.1128,0.358,0.409,0.795,0.365,2300078098
Moonshot,Jimmie Foxx,foxxji01,1932,Control,Bret Saberhagen,saberbr01,1994,10000,0.2175,0.0696,0.1076,0.354,0.406,0.774,0.366,1320090868
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2406,0.0975,0.0857,0.312,0.387,0.656,0.341,3534746089
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2459,0.0839,0.0832,0.282,0.35,0.601,0.298,968259098
Moonshot,Jimmie Foxx,foxxji01,1932,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2552,0.109,0.0781,0.295,0.379,0.616,0.332,2425539313
