batter_pool,batter_name,batter_id,batter_season,pitcher_pool,pitcher_name,pitcher_id,pitcher_season,n_pa,k_pct,bb_pct,hr_pct,avg,obp,slg,babip,matchup_seed
Deadball,Ty Cobb,cobbty01,1911,Control,Harry Salmon,salmoha01,1929,10000,0.2199,0.0273,0.0341,0.296,0.324,0.481,0.355,2169999959
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.1926,0.1038,0.0351,0.307,0.388,0.505,0.36,384556784
Deadball,Ty Cobb,cobbty01,1911,Control,Red Lucas,lucasre01,1933,10000,0.1046,0.0284,0.0539,0.396,0.42,0.686,0.407,3790531427
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2152,0.107,0.0298,0.278,0.363,0.453,0.339,1918422102
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.1958,0.0926,0.0321,0.313,0.385,0.51,0.372,3981255897
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Bob Feller,fellebo01,1946,10000,0.215,0.0753,0.0262,0.272,0.334,0.424,0.33,2934044118
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.1782,0.1074,0.0389,0.314,0.397,0.529,0.358,3194793785
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.1766,0.099,0.0386,0.302,0.38,0.511,0.341,3132142405
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1794,0.1032,0.038,0.32,0.398,0.539,0.367,1337828059
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1867,0.0579,0.0365,0.324,0.37,0.532,0.374,416068662
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.1938,0.0872,0.037,0.284,0.356,0.483,0.327,2922528567
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.196,0.087,0.0355,0.296,0.365,0.49,0.345,3903929523
Deadball,Ty Cobb,cobbty01,1911,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2,0.1023,0.0342,0.28,0.363,0.469,0.329,2712874164
Deadball,Ty Cobb,cobbty01,1911,Control,Dennis Eckersley,eckerde01,1985,10000,0.1655,0.0246,0.045,0.352,0.376,0.595,0.391,3359517887
Deadball,Ty Cobb,cobbty01,1911,Control,Bret Saberhagen,saberbr01,1994,10000,0.1593,0.0265,0.0399,0.344,0.368,0.569,0.382,3084099727
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1911,0.0541,0.0361,0.316,0.358,0.517,0.366,1427761039
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2089,0.0451,0.0367,0.271,0.31,0.452,0.314,879310953
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2005,0.0702,0.0321,0.288,0.344,0.464,0.339,1532100427
Deadball,Ty Cobb,cobbty01,1911,Control,Jon Lieber,liebejo01,2004,10000,0.122,0.0279,0.0491,0.386,0.408,0.66,0.407,1068747023
Deadball,Ty Cobb,cobbty01,1911,Control,Carlos Silva,silvaca01,2005,10000,0.105,0.0252,0.0547,0.396,0.418,0.684,0.407,787784058
Deadball,Ty Cobb,cobbty01,1911,Control,Cliff Lee,leecl02,2010,10000,0.1698,0.0255,0.0467,0.346,0.369,0.586,0.384,399625800
Deadball,Ty Cobb,cobbty01,1911,Control,Phil Hughes,hugheph01,2014,10000,0.1549,0.026,0.0464,0.359,0.381,0.607,0.392,2332765832
Deadball,Ty Cobb,cobbty01,1911,K-Kings,Gerrit Cole,colege01,2019,10000,0.1894,0.0559,0.0384,0.332,0.377,0.546,0.385,2262323043
Deadball,Ty Cobb,cobbty01,1911,Control,George Kirby,kirbyge01,2023,10000,0.1445,0.0258,0.0522,0.374,0.396,0.647,0.402,1558791053
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2037,0.0858,0.0237,0.276,0.346,0.423,0.334,2355394140
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Bill Burns,burnsbi01,1908,10000,0.137,0.0518,0.0396,0.36,0.4,0.593,0.391,3893993203
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2022,0.0724,0.0239,0.247,0.311,0.383,0.293,2601264438
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1438,0.1036,0.0359,0.353,0.427,0.574,0.392,1892159004
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.1686,0.1121,0.029,0.297,0.384,0.478,0.34,4070691065
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.161,0.1128,0.0319,0.332,0.415,0.538,0.379,4266630026
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Babe Adams,adamsba01,1920,10000,0.1647,0.0349,0.0358,0.331,0.362,0.537,0.372,4034673786
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Harry Salmon,salmoha01,1929,10000,0.2171,0.0392,0.025,0.271,0.307,0.414,0.328,3199202238
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.1987,0.1098,0.0267,0.299,0.385,0.468,0.361,2974461619
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Red Lucas,lucasre01,1933,10000,0.1044,0.0356,0.0441,0.381,0.41,0.631,0.397,2335070660
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2119,0.113,0.0206,0.258,0.351,0.394,0.319,2256518099
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.1988,0.1009,0.0262,0.283,0.364,0.445,0.34,3536376335
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Bob Feller,fellebo01,1946,10000,0.2151,0.0834,0.0211,0.25,0.319,0.375,0.307,1644185855
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.1757,0.113,0.0306,0.306,0.391,0.488,0.354,2051107477
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.1814,0.1029,0.0301,0.272,0.356,0.444,0.312,2704625037
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1741,0.1104,0.0278,0.296,0.384,0.468,0.343,3653008439
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1928,0.0699,0.0309,0.298,0.354,0.475,0.349,2045382984
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.1899,0.1011,0.0271,0.275,0.357,0.43,0.323,2268570942
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2038,0.093,0.0234,0.271,0.347,0.422,0.328,3757573316
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.1899,0.1208,0.0272,0.262,0.361,0.416,0.308,2034096216
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Dennis Eckersley,eckerde01,1985,10000,0.1675,0.0374,0.0356,0.335,0.366,0.54,0.378,1665833211
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Bret Saberhagen,saberbr01,1994,10000,0.1704,0.037,0.0346,0.328,0.36,0.525,0.372,699724791
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1981,0.067,0.0276,0.288,0.344,0.451,0.342,1893493819
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2031,0.0506,0.0242,0.25,0.295,0.385,0.296,3997403769
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2053,0.0788,0.0254,0.268,0.332,0.412,0.321,1494144391
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Jon Lieber,liebejo01,2004,10000,0.1279,0.0374,0.0411,0.366,0.396,0.611,0.393,4022658782
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Carlos Silva,silvaca01,2005,10000,0.101,0.0377,0.0458,0.386,0.416,0.651,0.4,3337924465
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Cliff Lee,leecl02,2010,10000,0.1635,0.0402,0.0353,0.329,0.363,0.536,0.369,3205236709
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,Phil Hughes,hugheph01,2014,10000,0.1533,0.0367,0.0392,0.352,0.383,0.578,0.39,2020591318
Deadball,Shoeless Joe Jackson,jacksjo01,1911,K-Kings,Gerrit Cole,colege01,2019,10000,0.1886,0.07,0.029,0.303,0.359,0.477,0.355,2442352258
Deadball,Shoeless Joe Jackson,jacksjo01,1911,Control,George Kirby,kirbyge01,2023,10000,0.1497,0.0404,0.0358,0.35,0.383,0.565,0.388,2127808743
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Rube Waddell,wadderu01,1904,10000,0.203,0.0889,0.014,0.254,0.328,0.359,0.315,3272642598
Deadball,Sam Crawford,crawfsa01,1911,Control,Bill Burns,burnsbi01,1908,10000,0.137,0.0523,0.0256,0.316,0.358,0.481,0.349,3418649943
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2054,0.0739,0.0151,0.209,0.274,0.294,0.253,1854805490
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1387,0.1076,0.0254,0.319,0.401,0.494,0.356,2463202587
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.1692,0.1111,0.0175,0.241,0.334,0.354,0.281,3780123312
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.1669,0.1108,0.0148,0.282,0.369,0.399,0.334,1006909542
Deadball,Sam Crawford,crawfsa01,1911,Control,Babe Adams,adamsba01,1920,10000,0.159,0.0425,0.0206,0.292,0.33,0.435,0.334,3776359632
Deadball,Sam Crawford,crawfsa01,1911,Control,Harry Salmon,salmoha01,1929,10000,0.2117,0.0429,0.0127,0.247,0.286,0.346,0.306,2957819571
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.1953,0.1158,0.0153,0.264,0.358,0.374,0.324,487653803
Deadball,Sam Crawford,crawfsa01,1911,Control,Red Lucas,lucasre01,1933,10000,0.1009,0.0429,0.0354,0.362,0.396,0.577,0.379,636519465
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.215,0.1133,0.0122,0.226,0.324,0.315,0.286,3720680208
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.1939,0.1113,0.0155,0.258,0.349,0.368,0.316,951736450
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Bob Feller,fellebo01,1946,10000,0.2101,0.0939,0.0115,0.221,0.302,0.304,0.277,2223291639
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.1713,0.1196,0.0163,0.261,0.358,0.377,0.31,292055816
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.1807,0.1148,0.016,0.239,0.335,0.345,0.285,4119103158
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1786,0.1153,0.0134,0.266,0.359,0.371,0.321,1146709856
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.192,0.0728,0.0162,0.263,0.323,0.374,0.317,3965276482
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.1921,0.1031,0.014,0.215,0.303,0.305,0.26,681477054
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.1946,0.1069,0.0159,0.244,0.332,0.349,0.296,762548702
Deadball,Sam Crawford,crawfsa01,1911,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.1959,0.1137,0.0132,0.216,0.316,0.305,0.264,3481098955
Deadball,Sam Crawford,crawfsa01,1911,Control,Dennis Eckersley,eckerde01,1985,10000,0.1608,0.0379,0.0239,0.294,0.329,0.444,0.334,59059035
Deadball,Sam Crawford,crawfsa01,1911,Control,Bret Saberhagen,saberbr01,1994,10000,0.1669,0.0432,0.0191,0.281,0.319,0.41,0.325,3096764230
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1858,0.0709,0.0165,0.271,0.331,0.386,0.325,4205328434
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2,0.059,0.0142,0.211,0.266,0.299,0.255,784501337
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2021,0.0789,0.0143,0.237,0.305,0.332,0.29,149301731
Deadball,Sam Crawford,crawfsa01,1911,Control,Jon Lieber,liebejo01,2004,10000,0.1322,0.0383,0.0245,0.328,0.36,0.495,0.361,2435991816
Deadball,Sam Crawford,crawfsa01,1911,Control,Carlos Silva,silvaca01,2005,10000,0.0995,0.0401,0.0303,0.356,0.388,0.555,0.375,626848525
Deadball,Sam Crawford,crawfsa01,1911,Control,Cliff Lee,leecl02,2010,10000,0.1621,0.0414,0.022,0.288,0.325,0.425,0.328,833792679
Deadball,Sam Crawford,crawfsa01,1911,Control,Phil Hughes,hugheph01,2014,10000,0.1535,0.0412,0.0237,0.306,0.341,0.459,0.346,3082534966
Deadball,Sam Crawford,crawfsa01,1911,K-Kings,Gerrit Cole,colege01,2019,10000,0.1889,0.0743,0.0187,0.272,0.334,0.393,0.325,2239528543
Deadball,Sam Crawford,crawfsa01,1911,Control,George Kirby,kirbyge01,2023,10000,0.1417,0.0384,0.0254,0.316,0.35,0.48,0.351,565481744
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Rube Waddell,wadderu01,1904,10000,0.1981,0.1019,0.0277,0.277,0.359,0.436,0.33,2610267002
Deadball,Tris Speaker,speaktr01,1912,Control,Bill Burns,burnsbi01,1908,10000,0.126,0.0596,0.0408,0.354,0.398,0.585,0.377,335396005
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Walter Johnson,johnswa01,1910,10000,0.1965,0.0863,0.0234,0.24,0.313,0.367,0.283,537708247
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.133,0.1178,0.0351,0.347,0.432,0.576,0.38,3735922116
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.1574,0.1239,0.0323,0.291,0.387,0.478,0.325,113007463
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.1693,0.1155,0.0284,0.324,0.41,0.51,0.376,2361381358
Deadball,Tris Speaker,speaktr01,1912,Control,Babe Adams,adamsba01,1920,10000,0.1553,0.0495,0.0365,0.328,0.368,0.535,0.364,1028158485
Deadball,Tris Speaker,speaktr01,1912,Control,Harry Salmon,salmoha01,1929,10000,0.2066,0.0512,0.0273,0.277,0.322,0.43,0.33,1725718276
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.1816,0.1318,0.0294,0.296,0.399,0.471,0.348,1894611676
Deadball,Tris Speaker,speaktr01,1912,Control,Red Lucas,lucasre01,1933,10000,0.0984,0.0518,0.0509,0.39,0.428,0.665,0.399,652961768
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2015,0.1292,0.0207,0.254,0.36,0.385,0.31,835500584
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.1975,0.1156,0.0247,0.284,0.376,0.444,0.344,3808912849
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Bob Feller,fellebo01,1946,10000,0.209,0.107,0.0221,0.247,0.334,0.375,0.301,563434720
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.1776,0.1269,0.0287,0.289,0.388,0.463,0.337,3181676960
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.1731,0.1298,0.0272,0.27,0.374,0.426,0.311,126696940
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.1805,0.1256,0.028,0.31,0.405,0.486,0.366,1176319353
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.1845,0.0827,0.0297,0.29,0.357,0.462,0.337,2906072167
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.183,0.112,0.0259,0.254,0.347,0.4,0.295,1426858342
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.1931,0.1157,0.0278,0.271,0.363,0.426,0.32,4096973909
Deadball,Tris Speaker,speaktr01,1912,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.1888,0.1237,0.0279,0.244,0.346,0.394,0.282,2148282004
Deadball,Tris Speaker,speaktr01,1912,Control,Dennis Eckersley,eckerde01,1985,10000,0.1589,0.0536,0.038,0.325,0.369,0.534,0.36,4008675123
Deadball,Tris Speaker,speaktr01,1912,Control,Bret Saberhagen,saberbr01,1994,10000,0.1575,0.0523,0.0383,0.322,0.365,0.532,0.356,1756102086
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Curt Schilling,schilcu01,1997,10000,0.1847,0.0822,0.0291,0.29,0.356,0.463,0.338,4120956637
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2067,0.068,0.0247,0.238,0.299,0.367,0.282,1168616431
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2001,0.095,0.0271,0.259,0.337,0.407,0.306,3451977117
Deadball,Tris Speaker,speaktr01,1912,Control,Jon Lieber,liebejo01,2004,10000,0.1237,0.0517,0.0476,0.369,0.408,0.632,0.389,2614679122
Deadball,Tris Speaker,speaktr01,1912,Control,Carlos Silva,silvaca01,2005,10000,0.0991,0.0525,0.049,0.394,0.432,0.667,0.406,3430868119
Deadball,Tris Speaker,speaktr01,1912,Control,Cliff Lee,leecl02,2010,10000,0.1495,0.0555,0.0391,0.336,0.379,0.552,0.369,2706407317
Deadball,Tris Speaker,speaktr01,1912,Control,Phil Hughes,hugheph01,2014,10000,0.1494,0.053,0.0386,0.342,0.384,0.56,0.377,2699600488
Deadball,Tris Speaker,speaktr01,1912,K-Kings,Gerrit Cole,colege01,2019,10000,0.1775,0.0856,0.0292,0.301,0.368,0.476,0.349,2510763680
Deadball,Tris Speaker,speaktr01,1912,Control,George Kirby,kirbyge01,2023,10000,0.1403,0.0529,0.0434,0.353,0.394,0.59,0.382,4126120282
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Rube Waddell,wadderu01,1904,10000,0.2446,0.0724,0.0359,0.281,0.341,0.466,0.348,804242896
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Bill Burns,burnsbi01,1908,10000,0.1814,0.0389,0.051,0.353,0.384,0.612,0.397,3166442232
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2417,0.0534,0.0342,0.242,0.291,0.404,0.291,3305824522
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.185,0.0849,0.0577,0.352,0.413,0.633,0.393,3158873493
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2052,0.0934,0.0439,0.288,0.364,0.515,0.332,2036999344
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.2048,0.0918,0.0434,0.32,0.391,0.555,0.376,3409865229
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Babe Adams,adamsba01,1920,10000,0.2069,0.0225,0.0507,0.333,0.353,0.577,0.382,3297847144
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Harry Salmon,salmoha01,1929,10000,0.2467,0.0252,0.0378,0.275,0.301,0.451,0.335,3389206144
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.229,0.1009,0.0355,0.282,0.364,0.468,0.345,3565300416
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Red Lucas,lucasre01,1933,10000,0.155,0.0214,0.0627,0.369,0.39,0.665,0.393,3813537325
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.2522,0.0963,0.0317,0.266,0.346,0.431,0.338,189016141
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2414,0.0837,0.0369,0.288,0.356,0.484,0.357,3711729400
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Bob Feller,fellebo01,1946,10000,0.2532,0.0754,0.032,0.254,0.318,0.412,0.318,2840370308
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.2183,0.1005,0.0384,0.298,0.379,0.503,0.358,2956337333
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2256,0.0928,0.0426,0.273,0.35,0.477,0.322,3811656322
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2188,0.0987,0.0407,0.302,0.379,0.52,0.362,4263513453
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.2315,0.0544,0.0423,0.297,0.342,0.51,0.356,2380767007
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2222,0.0883,0.0396,0.263,0.337,0.454,0.309,998934424
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Nolan Ryan,ryanno01,1973,10000,0.2364,0.0861,0.0345,0.269,0.339,0.45,0.33,1369975848
Deadball,Heinie Zimmerman,zimmehe01,1912,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2393,0.0971,0.0358,0.258,0.339,0.437,0.315,933134134
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Dennis Eckersley,eckerde01,1985,10000,0.2106,0.0246,0.0479,0.324,0.348,0.555,0.375,751376885
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Bret Saberhagen,saberbr01,1994,10000,0.2057,0.0226,0.0558,0.333,0.355,0.594,0.377,2338462503
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2281,0.049,0.0398,0.292,0.334,0.493,0.35,3265789037
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2498,0.0406,0.0342,0.241,0.28,0.401,0.293,2129918594
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Randy Johnson,johnsra05,2001,10000,0.2402,0.0655,0.0342,0.274,0.329,0.446,0.337,716465627
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Jon Lieber,liebejo01,2004,10000,0.1719,0.0238,0.0603,0.363,0.384,0.656,0.396,3386501531
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Carlos Silva,silvaca01,2005,10000,0.153,0.0212,0.0591,0.372,0.392,0.662,0.398,460622821
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Cliff Lee,leecl02,2010,10000,0.1996,0.0224,0.0568,0.335,0.357,0.592,0.376,1342592693
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,Phil Hughes,hugheph01,2014,10000,0.1896,0.0259,0.0535,0.344,0.367,0.605,0.386,2894692287
Deadball,Heinie Zimmerman,zimmehe01,1912,K-Kings,Gerrit Cole,colege01,2019,10000,0.2219,0.0587,0.039,0.294,0.342,0.494,0.35,3849947448
Deadball,Heinie Zimmerman,zimmehe01,1912,Control,George Kirby,kirbyge01,2023,10000,0.1913,0.0247,0.0539,0.347,0.369,0.605,0.39,2775047436
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Rube Waddell,wadderu01,1904,10000,0.1866,0.1083,0.0439,0.299,0.382,0.519,0.337,1841396799
Gap-King,Tris Speaker,speaktr01,1923,Control,Bill Burns,burnsbi01,1908,10000,0.1189,0.073,0.0619,0.393,0.443,0.707,0.406,2052440962
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Walter Johnson,johnswa01,1910,10000,0.1782,0.0967,0.0478,0.282,0.36,0.501,0.306,2383429986
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.124,0.1221,0.0614,0.38,0.464,0.702,0.394,3448089905
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.1548,0.1291,0.0547,0.322,0.419,0.595,0.342,3442370733
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.1505,0.137,0.0535,0.348,0.444,0.624,0.375,526252831
Gap-King,Tris Speaker,speaktr01,1923,Control,Babe Adams,adamsba01,1920,10000,0.1517,0.0572,0.061,0.36,0.403,0.656,0.382,2886308755
Gap-King,Tris Speaker,speaktr01,1923,Control,Harry Salmon,salmoha01,1929,10000,0.1982,0.0628,0.0406,0.293,0.344,0.496,0.336,447932562
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Bump Hadley,hadlebu01,1932,10000,0.1777,0.134,0.0472,0.316,0.416,0.557,0.354,2841409932
Gap-King,Tris Speaker,speaktr01,1923,Control,Red Lucas,lucasre01,1933,10000,0.089,0.059,0.0732,0.415,0.455,0.772,0.408,3531981751
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Bob Feller,fellebo01,1938,10000,0.1989,0.1386,0.0392,0.28,0.389,0.479,0.325,1733092889
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.1891,0.1241,0.0451,0.309,0.402,0.54,0.352,1391819192
Gap-King,Tris Speaker,speaktr01,1923,K-Kings,Bob Feller,fellebo01,1946,10000,0.1896,0.1125,0.0448,0.286,0.374,0.499,0.321,3617289474
Gap-King,Tris Speaker,speaktr01,1923,Wild-Flames,Tommy Byrne,byrneto01,1949,10000,0.167,0.1362,0.0503,0.325,0.426,0.585,0.356,2028493376
