player_id,player_name,season_year,role,position_group_used,PA_BF,RAR_bat,RAR_pit,WAR,salary
difelmi01,Mike Difelice,2000,hitter,UTIL,600,-6.79,0.0,-0.68,1500000
perezjo02,José Pérez,1927,hitter,UTIL,600,-6.85,0.0,-0.69,1500000
urbanlu01,Luke Urban,1927,hitter,UTIL,600,-6.86,0.0,-0.69,1500000
castivi02,Vinny Castilla,2000,hitter,UTIL,600,-6.91,0.0,-0.69,1500000
scottjo02,Joe Scott,1927,hitter,UTIL,600,-7.03,0.0,-0.7,1500000
sewellu01,Luke Sewell,1927,hitter,UTIL,600,-6.98,0.0,-0.7,1500000
spalddi01,Dick Spalding,1927,hitter,UTIL,600,-6.97,0.0,-0.7,1500000
tarbear01,Arlie Tarbert,1927,hitter,UTIL,600,-6.98,0.0,-0.7,1500000
brownad01,Adrian Brown,2000,hitter,UTIL,600,-7.02,0.0,-0.7,1500000
dunwoto01,Todd Dunwoody,2000,hitter,UTIL,600,-6.99,0.0,-0.7,1500000
oneilst01,Steve O'Neill,1927,hitter,UTIL,600,-7.07,0.0,-0.71,1500000
